samples	chr10:5799876	chr10:5801465	chr10:5801555	chr10:5801595	chr10:5801775	chr10:5801855	enhancer_sum	ENSG00000196372.11
TCGA-C8-A12P_tumor	0.14908561	0.219901274	0.424893987	0.458438249	0.529646009	0.253445536	2.035410665	2.516388431
TCGA-C8-A12Q_tumor	0.180942283	0.209527662	0.300597664	0.388150382	0.335618751	1.114837938	2.52967468	3.210791297
TCGA-C8-A12T_tumor	0.260082333	0.148618476	0.148618476	0.148618476	0	0	0.705937761	3.972604424
TCGA-C8-A12U_tumor	0	0.271869635	0.169918522	0.310101303	0.242133894	0	0.994023354	2.342325008
TCGA-C8-A12V_tumor	0	0	0.155981485	0.155981485	0.193922422	0.245670839	0.751556231	3.167255663
TCGA-C8-A12W_tumor	0.407599759	0.15949528	0	0	0.15949528	0.15949528	0.886085599	4.290434689
TCGA-C8-A12X_tumor	0	0	0.135138388	0	0	0	0.135138388	6.357877648
TCGA-C8-A12Y_tumor	0	0	0.32010784	1.208407095	1.920647038	0.32010784	3.769269813	5.251782232
TCGA-C8-A12Z_tumor	0	0	0.284394018	0.169787474	0	0	0.454181492	3.039128266
TCGA-C8-A130_tumor	0.341531724	0.790915572	0.233679601	0.711824015	0.988644466	0.50330991	3.569905288	5.275318488
TCGA-C8-A131_tumor	0.178723562	0.170212917	0.175703985	0.340425833	0.680851666	0.344681156	1.890599119	3.668142826
TCGA-C8-A132_tumor	0	0.139048047	0.225953076	0.368477324	0.8933837	0.139048047	1.765910194	3.162774029
TCGA-C8-A133_tumor	0	0	0	0	0.321676463	0	0.321676463	6.017470798
TCGA-C8-A134_tumor	0.116752835	0.337124655	0.242992446	0.343692018	0.304287838	0.267072778	1.61192257	3.518514946
TCGA-C8-A135_tumor	0	0.408717363	0.465371255	0.174008382	0	0.355210191	1.403307191	3.335092655
TCGA-C8-A137_tumor	0	0	0	0	0	0	0	2.584469903
TCGA-C8-A138_tumor	0.171967626	0	0.300943346	0.705067267	0.208445399	0.773854317	2.160277955	2.69247573
TCGA-C8-A1HE_tumor	0.236293016	0.654349891	0.405073742	0.563467961	0.994507969	0.862080015	3.715772594	5.869994278
TCGA-C8-A1HF_tumor	0.106411711	0.106411711	0.106411711	0.228785179	0.106411711	0	0.654432023	2.925577763
TCGA-C8-A1HG_tumor	0	0.525376501	0	0	0	0	0.525376501	4.767914136
TCGA-C8-A1HI_tumor	0	0.096983177	0.096983177	0.096983177	0.181843457	0.218212149	0.691005137	3.147740568
TCGA-C8-A1HJ_tumor	1.468285828	3.03176504	2.821185736	2.925033064	3.109650536	2.98849532	16.34441552	3.7043438
TCGA-C8-A1HK_tumor	0.386113578	0.188348087	0.188348087	0.188348087	0.263687321	0.381525418	1.596370578	2.318518421
TCGA-C8-A1HL_tumor	0	0.195536068	0.28009173	0.415514145	0.224866479	0.904354316	2.020362738	3.80170017
TCGA-C8-A1HM_tumor	1.010547864	1.334863224	0.803738068	1.706180812	1.05755009	1.062250312	6.97513037	4.129695768
TCGA-C8-A1HN_tumor	0.197036269	0.106867129	0.203047545	0.384721664	0.323273065	0.304571317	1.519516989	4.725750609
TCGA-C8-A1HO_tumor	0.190034549	0.427299529	0.498161161	0.762376138	0.553337519	0.77159843	3.202807326	5.280848722
TCGA-C8-A26V_tumor	0.090509811	0.246639235	0.230800018	0.289631395	0.140290207	0.294156886	1.292027552	3.641141925
TCGA-C8-A26W_tumor	0.416124799	0.299934109	0.172259454	0.408018472	0.670123053	0.475571199	2.442031086	4.428680159
TCGA-C8-A26X_tumor	0.126225324	0.126225324	0	0.126225324	0.306547036	0	0.685223008	2.939807919
TCGA-C8-A26Y_tumor	0.419379258	0.247687078	0.239243201	0.3152381	0.312423474	0.273018711	1.806989822	2.166529164
TCGA-C8-A26Z_tumor	0.178330479	0.256350064	0.156039169	0.462544681	0.23127234	0.381738682	1.666275415	5.735251988
TCGA-C8-A273_tumor	0.11403445	0.230992744	0.11403445	0.233770623	0.370611963	0.236621484	1.300065714	4.098548412
TCGA-C8-A274_tumor	1.275250866	0.414184042	1.013660945	0.948263465	1.0926829	0.536804318	5.280846536	4.698819688
TCGA-C8-A275_tumor	0	0.169613337	0.110682664	0.14538286	0.285614859	0.107691007	0.818984727	1.84095207
TCGA-C8-A278_tumor	0	0.180644049	0.136177822	0.166748353	0.447441414	0.302926175	1.233937813	3.359337038
TCGA-C8-A27A_tumor	0.277984995	0.454207626	0.340035217	0.387193386	1.012659625	0.618020213	3.090101062	4.614093628
TCGA-C8-A27B_tumor	0.103242439	0.206484879	0.166334926	0.397483391	0.175512147	0.20906594	1.258123722	4.285925035
TCGA-C8-A3M7_tumor	0	0.657239581	0.450209113	0.999004164	0.377912759	0.262895833	2.74726145	2.887385696
TCGA-C8-A3M8_tumor	0	0.619383791	0.395867032	0.261218382	0.638234602	0.38509514	2.299798947	5.680830677
TCGA-C8-A8HP_tumor	0	0.502935734	0.218667711	0.497469042	0.218667711	0	1.437740198	2.627262993
TCGA-C8-A8HQ_tumor	0.251691574	0.286748751	0.411995332	0.197757759	0.32300434	0.626232904	2.09743066	4.292626545
TCGA-C8-A8HR_tumor	0.367341612	0.390300462	0.422442853	0.61988897	1.088249524	0.803559775	3.691783196	4.729102991
TCGA-D8-A13Y_tumor	0.250741888	0.153515755	0	0.153515755	0.452871477	0.63599428	1.646639155	4.563202511
TCGA-D8-A13Z_tumor	0.13141037	0.397027075	0.367469248	0.715767121	0.335515838	0.299168289	2.246357941	3.613296223
TCGA-D8-A140_tumor	0.52379413	0.453709	0.700851301	0.796757269	0.309850049	0.354114342	3.139076091	5.215275151
TCGA-D8-A141_tumor	0	0.122939363	0.528639259	0.132159815	0	0.122939363	0.9066778	4.052880124
TCGA-D8-A142_tumor	0.222927491	0.462281218	0.398922878	0.506866716	0.64062321	0.35433738	2.585958893	4.297504456
TCGA-D8-A143_tumor	0.15144756	0.15144756	0	0	0.220288048	0.359687955	0.882871123	3.448385326
TCGA-D8-A145_tumor	0.423421706	0.710882314	0.172648841	0.543844393	0.718651519	0.497229159	3.066677932	4.90261032
TCGA-D8-A146_tumor	0	0.258124059	0.299423908	0.512806464	0.27533233	0.357932028	1.703618789	4.597778427
TCGA-D8-A147_tumor	0.433967095	0.519393689	0.744919896	1.052455633	1.356574306	1.243811202	5.351121821	3.750671815
TCGA-D8-A1J8_tumor	0	0.432078676	0.262528816	0.130656216	0.199631287	0.269260492	1.294155487	2.957675429
TCGA-D8-A1J9_tumor	0.337559849	0.239845156	0.124364155	0.088831539	0.493015043	0.584067371	1.867683113	1.783434745
TCGA-D8-A1JA_tumor	0.098601723	0.391941849	0.164336534	0.207063618	0.231714049	0.126333458	1.219991231	2.333869097
TCGA-D8-A1JB_tumor	0.46350228	0.423391505	0.221054933	0.360996968	0.178270108	0.450132021	2.097347815	4.323803465
TCGA-D8-A1JC_tumor	0	0.114357292	0.13722875	0.327824236	0.205843125	0.142311296	0.927564699	4.459785692
TCGA-D8-A1JD_tumor	0.396058925	0.302444997	0.292843569	0.669699636	0.334752844	0.328848925	2.324648896	5.858184786
TCGA-D8-A1JE_tumor	0.204189436	0.380857024	0.412817054	0.567290533	0.194423516	0.194423516	1.954001079	4.32776594
TCGA-D8-A1JF_tumor	0.445391473	0.159620066	0.139023928	0.355283372	0.417071784	0.465987611	1.982378234	3.74588755
TCGA-D8-A1JG_tumor	0	0.09485654	0	0.157003699	0.403140294	0.215798628	0.870799161	2.652523954
TCGA-D8-A1JH_tumor	0.175873882	0.512759066	0.322022602	0.676247463	0.146148719	0.713403917	2.546455649	4.164811108
TCGA-D8-A1JI_tumor	0.162099563	0.522771092	0.162099563	0.368776507	0.461983756	0.299884192	1.977614673	5.838926699
TCGA-D8-A1JJ_tumor	0.336014477	0.643792443	0.288012409	0.494138936	0.576024817	0.499786238	2.83776932	4.49289729
TCGA-D8-A1JK_tumor	0.182902644	0	0.173275459	0.173275459	0.173275459	0.253249014	0.955978035	3.705545815
TCGA-D8-A1JL_tumor	0.821484361	0.101105767	0.141548074	0.245181486	0.429699512	0.472669463	2.211688663	5.026469579
TCGA-D8-A1JM_tumor	0.407531742	0.178983535	0.143186828	0.366227849	0.490139527	0.360720663	1.946790144	3.629099356
TCGA-D8-A1JN_tumor	0.192972343	0.625983453	0.3765314	0.235332125	0.62127681	0.296518478	2.348614609	4.823256454
TCGA-D8-A1JP_tumor	0.353504769	0.181284497	0.199412946	0.181284497	0	0.257614334	1.173101043	5.338604362
TCGA-D8-A1JS_tumor	0	0.169030205	0.173123582	0.214601822	0.122629613	0.122629613	0.802014835	5.297320565
TCGA-D8-A1JT_tumor	0.355217679	0	0	0	0.167742076	0	0.522959755	4.582484488
TCGA-D8-A1JU_tumor	0.11798811	0.235976219	0.235976219	0.235976219	0.11798811	0.11798811	1.061892987	4.002044321
TCGA-D8-A1X5_tumor	0.824722347	2.068795039	1.184664727	2.421748247	1.775249797	1.838152349	10.11333251	5.264036449
TCGA-D8-A1X6_tumor	0.325530803	0.484326316	0.272598965	0.762218465	0.690760484	0.346703538	2.882138571	5.293473666
TCGA-D8-A1X7_tumor	0.11327276	0.11327276	0.243536434	0.240704615	0.243536434	0.390791022	1.345114025	4.421558595
TCGA-D8-A1X8_tumor	0.173692275	0.883704478	0.488111138	0.673146732	0.39559334	0.322217156	2.936465119	4.6681614
TCGA-D8-A1X9_tumor	0.354313722	0.570445234	0.478766536	0.44820697	0.379447946	0.341248488	2.572428896	5.726499665
TCGA-D8-A1XA_tumor	0.154156669	0.339144672	0.254358504	0.420076923	0.716828511	0.43549259	2.320057869	5.248173603
TCGA-D8-A1XB_tumor	0.379070033	0.205143782	0.338933206	0.289108241	0.677866411	0	1.890121673	4.403396829
TCGA-D8-A1XC_tumor	0	0.173710615	0.173710615	0.173710615	0.173710615	0.256223157	0.951065617	4.573238529
TCGA-D8-A1XD_tumor	0.483801862	0.171671739	0.476389076	0.171671739	0.431948413	0.360510652	2.095993481	5.264262991
TCGA-D8-A1XF_tumor	0.52827015	0.14181749	0.202089923	0.187908174	0.70908745	0.478634029	2.247807216	5.765557858
TCGA-D8-A1XG_tumor	0	0	0.147417235	0.305890763	0.147417235	0.269036455	0.869761688	4.928492643
TCGA-D8-A1XJ_tumor	0.108744687	0.399636723	0.280017568	0.154961178	0.237261332	0.172178725	1.352800213	4.443395127
TCGA-D8-A1XK_tumor	0.202291059	0.274217128	0.26162977	0.36682112	0.302087981	0.288601911	1.695648969	3.304144298
TCGA-D8-A1XL_tumor	0	0.118737144	0.154358287	0.320590289	0.118737144	0.118737144	0.831160008	5.540952558
TCGA-D8-A1XM_tumor	0.141335412	0.106668236	0.144002118	0.205336354	0.270479712	0.216003177	1.083825009	4.484472085
TCGA-D8-A1XO_tumor	0.108350151	0.279001638	0.108350151	0.113767658	0.130020181	0.108350151	0.84783993	4.476787404
TCGA-D8-A1XQ_tumor	0.105294192	0	0.116186876	0.207956029	0.264740134	0.36543297	1.059610201	3.869796174
TCGA-D8-A1XR_tumor	0.252528973	0.43004934	0.305034997	0.667576591	0.25502926	0.502557658	2.412776819	4.679221838
TCGA-D8-A1XS_tumor	0.235807322	0.356452929	0.166407582	0.559356904	0.244033159	0.323549582	1.885607478	5.326386286
TCGA-D8-A1XT_tumor	0.174876468	0.739690881	0.260454536	0.651136339	1.195486319	0.586022705	3.607667248	3.87869066
TCGA-D8-A1XU_tumor	0.232059782	0.707899536	0.46880764	0.553193015	0.895422592	0.787596835	3.6449794	4.713314873
TCGA-D8-A1XV_tumor	0.174501094	0.596976967	0.36208977	0.584578665	0.174501094	0.65874163	2.55138922	4.232451604
TCGA-D8-A1XW_tumor	0.285070498	0.427605748	0.147155718	0.471238987	0.386881391	0.255981672	1.973934014	3.462709092
TCGA-D8-A1XY_tumor	1.056226833	1.232809647	1.03660652	1.504223972	2.239985698	2.87764586	9.94749853	5.462987403
TCGA-D8-A1XZ_tumor	0.233283653	0.490980711	0.254984458	0.398752291	0.333649876	0.526244519	2.237895508	5.164783366
TCGA-D8-A1Y0_tumor	0.172035255	0.499380114	0.229380339	0.40858373	0.387079323	0.539999549	2.23645831	4.612460867
TCGA-D8-A1Y1_tumor	0.186869227	0.103270053	0.103270053	0.397589706	0.194022744	0.30981016	1.294831943	5.266519565
TCGA-D8-A1Y2_tumor	0.195235025	0.497848317	0.149088586	0.497848317	0.424635329	0.415849771	2.180505345	4.36371619
TCGA-D8-A1Y3_tumor	0.115280067	0.224936716	0	0	0	0.224936716	0.565153499	5.347209016
TCGA-D8-A27E_tumor	0.173746819	0.285867054	0.168157589	0.330864645	0.105876687	0.105876687	1.170389481	4.821939136
TCGA-D8-A27F_tumor	0.207241385	0.31038335	0.153312541	0.633918537	0.505030536	0.434010616	2.243896965	2.743429378
TCGA-D8-A27G_tumor	0.127548527	0.20347027	0.148806615	0.285465752	0.288502621	0.20650714	1.260300925	4.710084514
TCGA-D8-A27H_tumor	0.171226521	0.282754535	0.604613421	0.451204045	0.415107722	0.246658211	2.171564455	2.964339898
TCGA-D8-A27I_tumor	0.339200412	0.308865416	0.554303112	0.388839497	0.507421755	0.397112678	2.49574287	4.74015661
TCGA-D8-A27K_tumor	0.122270755	0.247598278	0	0.216325087	0.253711816	0.461572099	1.301478035	3.797708714
TCGA-D8-A27L_tumor	0.179683658	0.234998131	0.1021731	0.12601315	0.554289069	0.357605851	1.554762959	3.989092143
TCGA-D8-A27M_tumor	0.131405168	0.450532004	0.311081622	0.726751031	0.555119791	0.335217265	2.510106881	3.414639733
TCGA-D8-A27N_tumor	0	0.124911478	0	0.116196724	0.461881978	0.130721315	0.833711495	3.394637513
TCGA-D8-A27P_tumor	0	0.228156166	0.174258006	0.153757516	0.468960424	0.553527058	1.57865917	4.663317408
TCGA-D8-A27R_tumor	0.107083633	0.331959261	0.345344715	0.339990534	0.230899083	0.321250898	1.676528124	4.485784583
TCGA-D8-A27T_tumor	0.188476271	0.311788392	0.240155249	0.288794287	0.268527616	0.276634527	1.574376342	4.071063364
TCGA-D8-A27V_tumor	0.205319566	0.135845804	0.187379021	0.314956228	0.426586283	0.301002471	1.571089373	5.397061853
TCGA-D8-A27W_tumor	0.090992412	0	0.163786341	0.090992412	0.090992412	0.125114566	0.561878143	4.375874179
TCGA-D8-A3Z5_tumor	0	0.388801836	0.281938628	0.361517497	0	0.136421697	1.168679658	4.860078403
TCGA-D8-A3Z6_tumor	0.21261415	0.497190013	0.402331392	0.431770274	0.520086921	0.624758503	2.688751253	4.839745442
TCGA-D8-A4Z1_tumor	0.268998727	0.601487741	0.323896426	0.356835046	0.219590797	0.285468037	2.056276774	4.714372318
TCGA-D8-A73U_tumor	0.393874956	0.508755151	0.722104085	1.16521341	1.046230351	0.406183548	4.242361501	5.294442912
TCGA-D8-A73W_tumor	0.472157091	0.781764104	0.384611217	0.643805733	1.187278104	0.790125217	4.259741466	3.620827391
TCGA-D8-A73X_tumor	0.559466058	0.679857488	0.42491093	0.485106645	1.805871453	0.839199087	4.794411661	5.287228408
TCGA-E2-A105_tumor	0.125614153	0.23866689	0.310895028	0.214866777	0.270070428	0.511877672	1.671990948	4.269240525
TCGA-E2-A106_tumor	0	0.628640393	0.148330879	0.444992638	0.409675762	0.911175401	2.542815073	4.21858271
TCGA-E2-A107_tumor	0.145510957	0.145510957	0.199120104	0.498375028	0.440170645	0.145510957	1.574198648	4.181364822
TCGA-E2-A108_tumor	0.166421453	0.418431795	0.378608806	0.678167421	0.307879688	0	1.949509163	4.100112665
TCGA-E2-A109_tumor	0.329664279	0.123238983	0.123238983	0.129400932	0.403607668	0.49911788	1.608268725	4.484696937
TCGA-E2-A10A_tumor	0.482376213	0.134930409	0	0.274513219	0.522855336	0.134930409	1.549605586	5.005910282
TCGA-E2-A10B_tumor	0.118215999	0	0.271896798	0.121171399	0.236431998	0	0.747716194	4.12172552
TCGA-E2-A10C_tumor	0.173911468	0.456517603	0.49999547	0.995643153	0.55216891	0.282606135	2.960842739	3.654564366
TCGA-E2-A10E_tumor	3.623019974	3.798752552	4.071138047	8.572820909	6.607544917	5.014236213	31.68751261	5.653269071
TCGA-E2-A10F_tumor	0.633621222	0.354398311	0.393775901	0.332919625	0.869886763	1.005918437	3.590520259	5.370155194
TCGA-E2-A14N_tumor	0.30651666	0.551730317	1.194043223	0.494086851	0.510556413	0.333508624	3.390442088	4.794189325
TCGA-E2-A14O_tumor	0.68418886	1.40275907	1.337434506	1.915041182	1.681248003	2.582039367	9.602710988	6.409604366
TCGA-E2-A14P_tumor	0.143122953	0.143122953	0.264777463	0.157435248	0	0.790754314	1.499212931	2.53366147
TCGA-E2-A14Q_tumor	0.355447383	0.80143325	0.781313587	0.754487369	1.354723987	1.773883636	5.821289212	5.645567696
TCGA-E2-A14R_tumor	0.325063205	0.162531603	0.162531603	0.162531603	0.215354374	0.438835327	1.466847715	3.967523768
TCGA-E2-A14S_tumor	0.119566423	0.487233176	0.493211497	0.881802373	0.896748176	1.198653395	4.07721504	4.00568572
TCGA-E2-A14T_tumor	0.101245365	0.101245365	0.109344994	0.165930016	0.309361286	0.250582277	1.037709303	5.361176223
TCGA-E2-A14V_tumor	0.514242433	0.169323728	0.529920556	0.551869928	0.27279934	0.972043624	3.010199609	3.516153941
TCGA-E2-A14W_tumor	0.185001496	0.740005983	0.911132367	1.054508526	0.370002992	0	3.260651364	5.21952203
TCGA-E2-A14X_tumor	0.31886691	0.080218091	0.080218091	0.138376206	0.483313995	0.461254021	1.562247314	3.451027021
TCGA-E2-A14Y_tumor	0.567456463	0.326287466	0.189152154	0.189152154	0	0.189152154	1.461200391	2.540282822
TCGA-E2-A14Z_tumor	0.164386246	1.261664437	0.530145643	0.801382949	0.505487706	0.636996703	3.900063684	4.29760407
TCGA-E2-A150_tumor	0.407506507	0.743798285	0.65675806	0.629063443	0.482677611	0.158254954	3.07805886	4.189112998
TCGA-E2-A152_tumor	0.151418508	0.219556836	0.299051552	0.165183964	0.47755126	0.151418508	1.464180628	3.766274927
TCGA-E2-A153_tumor	0	0.566242751	0.198681667	0.20861575	0	0.198681667	1.172221835	4.572532143
TCGA-E2-A154_tumor	0.760637019	0.628987865	1.012598032	0.399334435	0.789160907	0.190159255	3.780877513	5.879402673
TCGA-E2-A155_tumor	0.127104348	0.216347826	0.108173913	0.178486956	0.199705269	0.578730434	1.408548746	5.838351464
TCGA-E2-A156_tumor	0.315434378	0.315434378	0.353286503	0.662412193	0.642552445	0.315434378	2.604554275	5.522910722
TCGA-E2-A158_tumor	0.214536746	0.335675219	0.692711589	0.649989288	0.341778405	0.231921061	2.466612308	4.714363733
TCGA-E2-A159_tumor	0.52554787	0.423260029	0.141086676	0.141086676	0.177664808	0.141086676	1.549732735	3.984382497
TCGA-E2-A15A_tumor	0.256461759	0.294931023	0.298136795	0.522540834	0.15185229	0.192346319	1.71626902	4.71347248
TCGA-E2-A15C_tumor	0	0.559501797	0.154345323	0.25081115	0.609038928	0.582653595	2.156350793	5.523431207
TCGA-E2-A15D_tumor	0.546004541	0.832656925	0.22482556	1.590238225	0.607430052	0.255939628	4.057094931	4.300914474
TCGA-E2-A15E_tumor	0	0	0.758126229	0.553631654	0.688298813	0.199506902	2.199563598	4.898667598
TCGA-E2-A15F_tumor	1.251449551	0.455854475	0.348341627	1.268651606	0.73538788	0.941812548	5.001497687	5.504860214
TCGA-E2-A15G_tumor	0.166195309	0.722949594	0.515205458	0.560909168	0.598303113	0.299151556	2.862714198	5.61649425
TCGA-E2-A15H_tumor	0.587298945	0.957221008	0.514839984	0.331785768	0.667385165	0.4652628	3.52379367	5.086906493
TCGA-E2-A15I_tumor	0.38881861	0.668899812	0.349099801	0.800702731	0.678785031	0.72162098	3.607926965	3.616224268
TCGA-E2-A15J_tumor	0	0.337056348	0.244069497	0.556460951	0.92213529	1.151079225	3.210801311	5.334356976
TCGA-E2-A15K_tumor	0.157913847	0.884317543	0.513220002	0.509272156	0.631655388	0.74219508	3.438574016	3.937683526
TCGA-E2-A15L_tumor	0.122442767	0.122442767	0.122442767	0.122442767	0.122442767	0.122442767	0.734656602	4.237722759
TCGA-E2-A15M_tumor	0.178069142	0.456177128	0.386149937	1.144444374	0.784304536	0.626243163	3.57538828	4.20242093
TCGA-E2-A15O_tumor	0.266069276	0	0.170110144	0.170110144	0.480561157	0.731473619	1.81832434	4.237228584
TCGA-E2-A15P_tumor	0.106079254	0.731946849	0.721338924	0.71338298	0.668299297	1.235823303	4.176870607	4.911130118
TCGA-E2-A15R_tumor	0.127618626	0.360522618	0.127618626	0	0.127618626	0.255237251	0.998615747	4.948169088
TCGA-E2-A15S_tumor	0.479509586	0.648275529	0.393787202	0.693815546	1.15457336	0.56523197	3.935193193	4.580735301
TCGA-E2-A15T_tumor	0.376519425	0.297252315	0.130790862	0.466605555	0.588558878	0.173297892	2.033024927	6.521141071
TCGA-E2-A1AZ_tumor	0.654532002	0.546784134	0.430613629	0.441764474	0	0.535526184	2.609220423	3.934929719
TCGA-E2-A1B0_tumor	0.184365167	0.091087744	0	0.160743078	0.521521987	0.071441368	1.029159344	3.17972739
TCGA-E2-A1B1_tumor	0.32231345	0.632288683	0.195150828	0.755233705	0.706445998	0.962093583	3.573526247	4.126117007
TCGA-E2-A1B4_tumor	0.390602989	0.472157212	0.38297237	0.450123659	0.391150299	0.545604094	2.632610623	4.805043886
TCGA-E2-A1B5_tumor	0	0	0.191530979	0	0.642625691	0.150488304	0.984644974	3.091977552
TCGA-E2-A1B6_tumor	0.327633375	0.41007016	0.181783679	0.198693789	1.092815838	0.479824362	2.690821203	3.506640632
TCGA-E2-A1BC_tumor	0.547487504	0.82407175	1.062769861	0.636051659	1.328462326	1.078872435	5.477715535	4.046353148
TCGA-E2-A1BD_tumor	0.2608078	0.690657694	0.485392295	0.415360571	0.427435006	0.992518574	3.27217194	5.580280781
TCGA-E2-A1IE_tumor	0.52524378	0.17166504	0.251092148	0.709719644	0.550865428	0.340767916	2.549353956	5.489680638
TCGA-E2-A1IF_tumor	0	0.326911142	0.153840537	0.153840537	0.307681075	0.511519787	1.453793078	4.941880832
TCGA-E2-A1IG_tumor	0	0.169656805	0.156932701	0.219705782	0	0.156932701	0.703227989	5.201412321
TCGA-E2-A1IH_tumor	0.380565103	0.369624433	0.464326329	0.83320693	0.22199631	0	2.269719105	4.127379829
TCGA-E2-A1II_tumor	0.294592953	0.21424942	0	0.428498841	0.612140589	0.599898377	2.14938018	4.51692312
TCGA-E2-A1IJ_tumor	0	0.233763863	0.233763863	0.426619049	0.430618749	0.233763863	1.558529387	3.819774083
TCGA-E2-A1IK_tumor	0	0	0	0	0	0.488622207	0.488622207	4.640918212
TCGA-E2-A1IL_tumor	0.916611706	1.013339575	0.594185478	1.105461354	1.883890391	1.004127397	6.517615901	5.471511065
TCGA-E2-A1IN_tumor	0.295964462	0.705381969	0.811435901	0.532736032	0.727579303	0.658520929	3.731618596	4.612097481
TCGA-E2-A1IO_tumor	0.144321014	0.346370433	0.386058711	0.393274762	0.199829762	0.161814164	1.631668846	4.576280157
TCGA-E2-A1IU_tumor	0.169086166	0.169086166	0.185994782	0.6636632	0.46921411	0.333945177	1.990989601	5.265633957
TCGA-E2-A1L6_tumor	0.318806081	0.419891448	0.524864309	0.61817352	0.880605675	1.172196958	3.934537991	5.441832332
TCGA-E2-A1L7_tumor	0	0.286565702	0.425072459	0.35603687	0.191043802	0.745070826	2.003789659	4.328327125
TCGA-E2-A1L8_tumor	0.116483411	0.262087676	0.116483411	0.180549288	0.579504972	0.232966823	1.488075581	3.501413316
TCGA-E2-A1L9_tumor	0.217126076	0.473501138	1.032182374	1.029677077	0.701483167	0.390826336	3.844796168	3.351060622
TCGA-E2-A1LA_tumor	0.414766529	0.948037781	1.177146911	1.619564542	0.659676289	1.062592346	5.881784398	5.790206037
TCGA-E2-A1LB_tumor	0	0.321809719	0.201131074	0.321809719	0.160904859	0	1.005655371	2.297462547
TCGA-E2-A1LE_tumor	0.419398631	0	0.344605462	0.393255645	0.295955279	0.778402925	2.231617942	2.689334542
TCGA-E2-A1LG_tumor	0.293095452	0.214936879	0.209563457	0.311383356	0.279417943	0.411066782	1.719463869	2.720926757
TCGA-E2-A1LH_tumor	0.234682783	2.516972846	2.411365593	2.651915446	4.130416977	4.423770456	16.3691241	3.856298998
TCGA-E2-A1LI_tumor	1.219044046	1.26821992	1.200926618	1.560686963	1.068928219	0.89810676	7.215912526	4.643865046
TCGA-E2-A1LK_tumor	0.603172274	4.886248792	3.55816305	5.644364403	6.92264693	6.369277871	27.98387332	6.537214974
TCGA-E2-A1LL_tumor	0.20041706	0.20041706	0.40083412	0.40083412	0.40083412	0	1.60333648	2.896961502
TCGA-E2-A1LS_tumor	0.476869783	1.35751252	0.699641068	1.597687812	1.009432387	0.73096828	5.87211185	2.367028168
TCGA-E2-A2P5_tumor	0.488702629	0.625539365	0.228061227	0.731243933	0.390962103	0.233289983	2.69779924	4.605229979
TCGA-E2-A2P6_tumor	0.395954136	0.204363425	0.424692742	0.251584149	1.108032944	1.542305221	3.926932617	5.019693609
TCGA-E2-A3DX_tumor	0	0.193433344	0.14410554	0.255096687	0.170396882	0.182354558	0.945387011	5.03425289
TCGA-E2-A56Z_tumor	0.183942345	0	0.183942345	0	0.367884689	0.31319863	1.048968009	5.325359108
TCGA-E2-A570_tumor	0.202966259	0.202966259	0.263856136	0.202966259	0.83216166	0.202966259	1.907882832	4.471163812
TCGA-E2-A572_tumor	0	0	0	0	0	0	0	5.08195584
TCGA-E2-A573_tumor	0.576844499	0.355302771	0.978127628	0.815106357	0.672985249	1.316710269	4.715076773	3.80990901
TCGA-E2-A574_tumor	0	0	0	0	0.164958306	0	0.164958306	4.457588844
TCGA-E2-A576_tumor	0.14031978	0.280639561	0	0	0.14031978	0	0.561279121	5.080736793
TCGA-E2-A9RU_tumor	0	0	0	0	0	0	0	4.33994492
TCGA-E9-A1N3_tumor	0.3210918	0.488059536	0.238892299	0.462372192	0.580533975	0.559984099	2.650933901	4.76526995
TCGA-E9-A1N4_tumor	0.094079755	0.296351228	0.26107132	0.7291181	0.345743099	0.639742333	2.366105835	4.288779486
TCGA-E9-A1N5_tumor	0	0.391227934	0.515034242	0.614079288	0.330150815	0.339583865	2.190076144	5.253710498
TCGA-E9-A1N6_tumor	0.364560237	0.319344635	0.319344635	0.49821901	0.197903717	0.210754865	1.910127099	3.646366602
TCGA-E9-A1N8_tumor	0.24766588	0.174492465	0.196304023	0.174492465	0.545288952	0.314086436	1.652330221	3.305088159
TCGA-E9-A1N9_tumor	0	0.170729715	0.181745196	0.516457388	0.170729715	0.201771792	1.241433806	4.106621262
TCGA-E9-A1NA_tumor	0.117088501	0.427373029	0.518116618	0.351265504	0.301502891	0.158227546	1.873574089	4.080024177
TCGA-E9-A1NC_tumor	0	0	0.180649354	0.151155582	0.183064894	0.394479202	0.909349032	3.685130122
TCGA-E9-A1ND_tumor	0.324529202	0.913317898	0.312938874	0.853048189	0.185445258	0.359982627	2.949262048	3.255893441
TCGA-E9-A1NE_tumor	0.22344677	0.603037067	0.471122709	0.44958567	0.91263199	0.953013936	3.612838142	4.460473025
TCGA-E9-A1NF_tumor	0.196815537	0.270621363	0.492038842	0.349347578	0.742978651	0	2.051801971	3.680531469
TCGA-E9-A1NG_tumor	0	0.318005896	0	0.113573534	0.227147068	0.139127579	0.797854077	2.969131083
TCGA-E9-A1NH_tumor	0.251096261	0.45688632	0.173447584	0.384969029	0.934924785	0.279208307	2.480532286	4.767120962
TCGA-E9-A1NI_tumor	0.364552912	0.195778307	0.242146441	0.195778307	0.524180755	0.48455131	2.006988032	4.733532097
TCGA-E9-A1QZ_tumor	0.212466754	0.490768278	0.128677048	0.332166334	0.280439358	0.206149011	1.650666783	5.401010889
